Invoice ID;Branch;Country;Customer type;Gender;Product line;Unit price;Quantity;Tax 5%;Total;Date;Time;Payment;gross income;Rating
586-25-0848;A;Izmir;Normal;Kadın;Spor ve gezi;?1.234;7;4319;90699;3.04.2019;0.471527778;Kredi kartı;?4.319;6.6 
895-66-0685;B;Manisa;Member;Erkek;Yiyecek icecek;?1.808;3;2712;56952;3.05.2019;0.823611111;Ecuzdan;?2.712;0.8 
305-14-0245;B;Manisa;Member;Kadın;Ev ve Yasam;?9.449;8;37796;793716;3.03.2019;0.791666667;Ecuzdan;?37.796;7.4 
732-04-5373;B;Manisa;Member;Erkek;Ev ve Yasam;?4.647;4;9294;195174;2.08.2019;0.453472222;Nakit;?9.294;0.7 
400-60-7251;A;Izmir;Normal;Erkek;Ev ve Yasam;?7.407;1;37035;777735;2.10.2019;0.534722222;Ecuzdan;?37.035;9.8 
593-65-1552;C;Aydın;Normal;Kadın;Ev ve Yasam;?6.981;4;13962;293202;1/28/2019;0.868055556;Kredi kartı;?13.962;5.8 
284-34-9626;B;Manisa;Normal;Kadın;Ev ve Yasam;?7.704;3;11556;242676;2.11.2019;0.44375;Kredi kartı;?11.556;7.1 
437-58-8131;B;Manisa;Normal;Kadın;Moda aksesuar;?7.352;2;7352;154392;1/15/2019;0.570138889;Ecuzdan;?7.352;4.6 
286-43-6208;C;Aydın;Normal;Kadın;Yiyecek icecek;?878;9;3951;82971;3/16/2019;0.797222222;Nakit;?3.951;9.1 
641-43-2399;B;Manisa;Normal;Erkek;Ev ve Yasam;?2.555;4;511;10731;1/26/2019;0.849305556;Ecuzdan;?511;5.6 
831-07-6050;A;Izmir;Normal;Erkek;Elektronik aksesuar;?3.271;5;81775;1717275;3/19/2019;0.479166667;Kredi kartı;?81.775;9.8 
556-86-3144;C;Aydın;Member;Kadın;Moda aksesuar;?7.429;1;37145;780045;1/13/2019;0.8125;Nakit;?37.145;0.5 
848-24-9445;C;Aydın;Member;Erkek;Saglık ve Guzellik;?437;2;437;9177;3/26/2019;0.752083333;Nakit;?437;4.9 
856-22-8149;A;Izmir;Normal;Kadın;Ev ve Yasam;?2.529;1;12645;265545;3/23/2019;0.425694444;Ecuzdan;?12.645;6.0 
699-01-4164;C;Aydın;Normal;Erkek;Saglık ve Guzellik;?415;4;83;1743;3.12.2019;0.831944444;Kredi kartı;?83;8.1 
420-11-4919;C;Aydın;Member;Kadın;Yiyecek icecek;?7.139;5;178475;3747975;2/17/2019;0.83125;Kredi kartı;?178.475;5.4 
606-80-4905;C;Aydın;Member;Kadın;Spor ve gezi;?1.915;6;5745;120645;1/29/2019;0.417361111;Kredi kartı;?5.745;6.7 
542-41-0513;B;Manisa;Member;Kadın;Elektronik aksesuar;?5.749;4;11498;241458;3/15/2019;0.497916667;Nakit;?11.498;6.5 
426-39-2418;C;Aydın;Normal;Erkek;Elektronik aksesuar;?6.141;7;214935;4513635;1/14/2019;0.418055556;Nakit;?214.935;9.7 
875-46-5808;B;Manisa;Member;Erkek;Saglık ve Guzellik;?259;10;1295;27195;2.06.2019;0.61875;Ecuzdan;?1.295;8.6 
394-43-4238;B;Manisa;Member;Erkek;Ev ve Yasam;?1.777;5;44425;932925;2/15/2019;0.529166667;Kredi kartı;?44.425;5.3 
749-24-1565;A;Izmir;Normal;Kadın;Saglık ve Guzellik;?2.303;9;103635;2176335;1.03.2019;0.501388889;Ecuzdan;?103.635;7.8 
672-51-8681;C;Aydın;Member;Kadın;Elektronik aksesuar;?6.665;9;299925;6298425;1.04.2019;0.763194444;Kredi kartı;?299.925;9.6 
263-87-5680;C;Aydın;Member;Kadın;Ev ve Yasam;?2.853;10;14265;299565;3/18/2019;0.734722222;Ecuzdan;?14.265;7.7 
573-58-9734;B;Manisa;Normal;Kadın;Moda aksesuar;?3.037;3;45555;956655;3/28/2019;0.570138889;Ecuzdan;?45.555;5.0 
817-69-8206;B;Manisa;Normal;Kadın;Elektronik aksesuar;?9.973;9;448785;9424485;3.02.2019;0.820833333;Kredi kartı;?448.785;6.4 
888-02-0338;A;Izmir;Normal;Erkek;Elektronik aksesuar;?2.623;9;118035;2478735;1/25/2019;0.85;Ecuzdan;?118.035;5.8 
677-11-0152;C;Aydın;Normal;Kadın;Yiyecek icecek;?9.326;9;41967;881307;1/16/2019;0.755555556;Nakit;?41.967;8.7 
142-63-6033;B;Manisa;Normal;Erkek;Ev ve Yasam;?9.236;5;2309;48489;3/20/2019;0.803472222;Ecuzdan;?2.309;4.9 
656-16-1063;B;Manisa;Normal;Erkek;Spor ve gezi;?4.642;3;6963;146223;1.04.2019;0.558333333;Kredi kartı;?6.963;4.4 
891-58-8335;B;Manisa;Member;Kadın;Spor ve gezi;?2.961;7;103635;2176335;3.11.2019;0.661805556;Nakit;?103.635;6.4 
802-43-8934;A;Izmir;Normal;Erkek;Ev ve Yasam;?1.828;1;914;19194;3/22/2019;0.628472222;Kredi kartı;?914;8.2 
560-30-5617;B;Manisa;Normal;Kadın;Spor ve gezi;?2.477;5;61925;1300425;3/24/2019;0.76875;Nakit;?61.925;8.4 
319-74-2561;A;Izmir;Member;Kadın;Elektronik aksesuar;?9.464;3;14196;298116;2/21/2019;0.704861111;Nakit;?14.196;5.4 
549-03-9315;B;Manisa;Normal;Erkek;Moda aksesuar;?9.487;8;37948;796908;2.12.2019;0.540277778;Ecuzdan;?37.948;8.6 
790-29-1172;B;Manisa;Normal;Kadın;Yiyecek icecek;?5.734;3;8601;180621;3.10.2019;0.790972222;Kredi kartı;?8.601;7.8 
239-36-3640;B;Manisa;Normal;Erkek;Elektronik aksesuar;?4.535;6;13605;285705;1/31/2019;0.572222222;Ecuzdan;?13.605;6.0 
468-01-2051;B;Manisa;Normal;Erkek;Yiyecek icecek;?6.208;7;21728;456288;3.06.2019;0.573611111;Ecuzdan;?21.728;5.3 
389-25-3394;C;Aydın;Normal;Erkek;Elektronik aksesuar;?1.181;5;29525;620025;2/17/2019;0.754166667;Nakit;?29.525;9.3 
279-62-1445;C;Aydın;Member;Kadın;Moda aksesuar;?1.254;1;627;13167;2/21/2019;0.526388889;Nakit;?627;8.1 
213-72-6612;A;Izmir;Normal;Erkek;Yiyecek icecek;?4.325;2;4325;90825;3/20/2019;0.663888889;Nakit;?4.325;6.1 
746-68-6593;C;Aydın;Member;Kadın;Spor ve gezi;?8.716;2;8716;183036;1.11.2019;0.603472222;Kredi kartı;?8.716;9.6 
836-82-5858;B;Manisa;Member;Erkek;Saglık ve Guzellik;?6.937;9;312165;6555465;1/26/2019;0.801388889;Ecuzdan;?312.165;0.4 
583-72-1480;C;Aydın;Member;Erkek;Elektronik aksesuar;?3.706;4;7412;155652;1/31/2019;0.683333333;Ecuzdan;?7.412;9.6 
466-61-5506;B;Manisa;Member;Kadın;Elektronik aksesuar;?907;6;2721;57141;2/26/2019;0.452777778;Nakit;?2.721;5.2 
721-86-6247;A;Izmir;Normal;Kadın;Ev ve Yasam;?6.342;8;25368;532728;3.11.2019;0.538194444;Ecuzdan;?25.368;7.3 
289-65-5721;B;Manisa;Normal;Kadın;Moda aksesuar;?8.137;2;8137;170877;1/26/2019;0.811111111;Nakit;?8.137;6.4 
545-46-3100;B;Manisa;Member;Kadın;Elektronik aksesuar;?1.059;3;15885;333585;3.12.2019;0.577777778;Kredi kartı;?15.885;8.6 
418-02-5978;B;Manisa;Normal;Kadın;Saglık ve Guzellik;?8.409;9;378405;7946505;2.11.2019;0.454166667;Nakit;?378.405;0.8 
269-04-5750;B;Manisa;Member;Erkek;Moda aksesuar;?7.382;4;14764;310044;2/21/2019;0.771527778;Nakit;?14.764;6.6 
157-13-5295;A;Izmir;Member;Erkek;Saglık ve Guzellik;?5.194;10;2597;54537;3.09.2019;0.766666667;Ecuzdan;?2.597;6.4 
645-78-8093;A;Izmir;Normal;Kadın;Spor ve gezi;?9.314;2;9314;195594;1/20/2019;0.75625;Ecuzdan;?9.314;4.1 
211-30-9270;C;Aydın;Normal;Erkek;Saglık ve Guzellik;?1.741;5;43525;914025;1/28/2019;0.636111111;Kredi kartı;?43.525;4.9 
755-12-3214;C;Aydın;Member;Kadın;Moda aksesuar;?4.422;5;11055;232155;3.05.2019;0.713194444;Kredi kartı;?11.055;8.5 
346-84-3103;B;Manisa;Member;Kadın;Elektronik aksesuar;?1.322;5;3305;69405;3.02.2019;0.809722222;Nakit;?3.305;4.3 
478-06-7835;A;Izmir;Normal;Erkek;Moda aksesuar;?8.969;1;44845;941745;1.11.2019;0.472222222;Ecuzdan;?44.845;4.9 
540-11-4336;A;Izmir;Normal;Erkek;Yiyecek icecek;?2.494;9;11223;235683;1.11.2019;0.700694444;Kredi kartı;?11.223;5.5 
448-81-5016;A;Izmir;Normal;Erkek;Saglık ve Guzellik;?5.977;2;5977;125517;3.11.2019;0.500694444;Kredi kartı;?5.977;5.7 
142-72-4741;C;Aydın;Member;Erkek;Moda aksesuar;?932;2;932;19572;2/28/2019;0.775694444;Kredi kartı;?932;0.6 
217-58-1179;A;Izmir;Member;Erkek;Ev ve Yasam;?6.265;4;1253;26313;1.05.2019;0.475694444;Nakit;?1.253;4.2 
376-02-8238;B;Manisa;Normal;Erkek;Ev ve Yasam;?9.387;8;37548;788508;2.02.2019;0.779166667;Kredi kartı;?37.548;8.2 
530-90-9855;A;Izmir;Member;Erkek;Ev ve Yasam;?4.759;8;19036;399756;1.01.2019;0.615972222;Nakit;?19.036;5.6 
866-05-7563;B;Manisa;Member;Kadın;Elektronik aksesuar;?814;3;1221;25641;2.09.2019;0.821527778;Nakit;?1.221;4.8 
604-70-6476;A;Izmir;Member;Erkek;Moda aksesuar;?1.794;5;4485;94185;1/23/2019;0.586111111;Ecuzdan;?4.485;6.7 
799-71-1548;A;Izmir;Member;Erkek;Elektronik aksesuar;?7.772;4;15544;326424;1.07.2019;0.674305556;Kredi kartı;?15.544;8.7 
785-13-7708;B;Manisa;Normal;Erkek;Yiyecek icecek;?7.306;7;25571;536991;1/14/2019;0.795833333;Kredi kartı;?25.571;4.2 
845-51-0542;B;Manisa;Member;Erkek;Yiyecek icecek;?4.655;9;209475;4398975;2.02.2019;0.648611111;Ecuzdan;?209.475;6.3 
662-47-5456;C;Aydın;Member;Erkek;Moda aksesuar;?3.519;10;17595;369495;3/17/2019;0.795833333;Kredi kartı;?17.595;8.3 
883-17-4236;C;Aydın;Normal;Kadın;Spor ve gezi;?1.439;2;1439;30219;3.02.2019;0.822222222;Kredi kartı;?1.439;7.1 
290-68-2984;A;Izmir;Normal;Erkek;Ev ve Yasam;?2.375;4;475;9975;3/16/2019;0.473611111;Nakit;?475;5.1 
704-11-6354;A;Izmir;Member;Erkek;Ev ve Yasam;?589;8;2356;49476;1.06.2019;0.474305556;Nakit;?2.356;8.8 
110-48-7033;B;Manisa;Member;Erkek;Moda aksesuar;?3.262;4;6524;137004;1/29/2019;0.591666667;Nakit;?6.524;0.9 
366-93-0948;A;Izmir;Member;Erkek;Elektronik aksesuar;?6.635;1;33175;696675;1/31/2019;0.448611111;Kredi kartı;?33.175;9.6 
729-09-9681;A;Izmir;Member;Erkek;Ev ve Yasam;?2.591;6;7773;163233;2.05.2019;0.427777778;Ecuzdan;?7.773;8.6 
151-16-1484;A;Izmir;Member;Erkek;Elektronik aksesuar;?3.225;4;645;13545;2/13/2019;0.526388889;Ecuzdan;?645;6.4 
380-94-4661;C;Aydın;Member;Erkek;Elektronik aksesuar;?6.594;4;13188;276948;2.07.2019;0.545138889;Kredi kartı;?13.188;6.8 
850-41-9669;A;Izmir;Normal;Kadın;Elektronik aksesuar;?7.506;9;33777;709317;3/19/2019;0.559027778;Ecuzdan;?33.777;6.1 
821-07-3596;C;Aydın;Normal;Kadın;Moda aksesuar;?1.645;4;329;6909;3.07.2019;0.620138889;Ecuzdan;?329;5.5 
655-85-5130;B;Manisa;Member;Kadın;Moda aksesuar;?383;4;766;16086;3/13/2019;0.806944444;Nakit;?766;5.6 
447-15-7839;A;Izmir;Member;Kadın;Spor ve gezi;?2.224;10;1112;23352;2.09.2019;0.458333333;Nakit;?1.112;4.2 
154-74-7179;B;Manisa;Normal;Erkek;Spor ve gezi;?5.445;1;27225;571725;2/26/2019;0.808333333;Ecuzdan;?27.225;7.8 
253-12-6086;A;Izmir;Member;Kadın;Spor ve gezi;?984;7;3444;72324;3.12.2019;0.529861111;Kredi kartı;?3.444;8.6 
808-65-0703;C;Aydın;Normal;Erkek;Ev ve Yasam;?3.547;4;7094;148974;3/14/2019;0.723611111;Kredi kartı;?7.094;6.8 
571-94-0759;B;Manisa;Member;Kadın;Yiyecek icecek;?746;10;373;7833;1.08.2019;0.871527778;Nakit;?373;9.4 
144-51-6085;A;Izmir;Member;Erkek;Ev ve Yasam;?7.074;4;14148;297108;1.05.2019;0.670138889;Kredi kartı;?14.148;4.4 
731-14-2199;A;Izmir;Member;Kadın;Ev ve Yasam;?3.554;10;1777;37317;1.04.2019;0.565277778;Ecuzdan;?1.777;0.7 
783-09-1637;B;Manisa;Normal;Kadın;Spor ve gezi;?6.743;5;168575;3540075;3.06.2019;0.759027778;Ecuzdan;?168.575;6.2 
687-15-1097;C;Aydın;Member;Kadın;Saglık ve Guzellik;?2.112;2;2112;44352;1.03.2019;0.803472222;Nakit;?2.112;9.6 
126-54-1082;A;Izmir;Member;Kadın;Ev ve Yasam;?2.154;9;9693;203553;1.07.2019;0.488888889;Kredi kartı;?9.693;8.7 
633-91-1052;A;Izmir;Normal;Kadın;Ev ve Yasam;?1.203;2;1203;25263;1/27/2019;0.660416667;Nakit;?1.203;5.0 
477-24-6490;B;Manisa;Normal;Kadın;Saglık ve Guzellik;?9.971;6;29913;628173;2/26/2019;0.702777778;Ecuzdan;?29.913;7.8 
566-19-5475;B;Manisa;Normal;Erkek;Moda aksesuar;?4.797;7;167895;3525795;1.07.2019;0.869444444;Nakit;?167.895;6.1 
526-86-8552;C;Aydın;Member;Kadın;Ev ve Yasam;?2.182;10;1091;22911;1.07.2019;0.733333333;Nakit;?1.091;7.0 
376-56-3573;C;Aydın;Normal;Kadın;Moda aksesuar;?9.542;4;19084;400764;2.02.2019;0.557638889;Ecuzdan;?19.084;6.3 
537-72-0426;C;Aydın;Member;Erkek;Moda aksesuar;?7.099;10;35495;745395;3/20/2019;0.686111111;Nakit;?35.495;5.6 
828-61-5674;A;Izmir;Member;Erkek;Spor ve gezi;?4.402;10;2201;46221;3/20/2019;0.83125;Kredi kartı;?2.201;9.5 
136-08-6195;A;Izmir;Normal;Kadın;Ev ve Yasam;?6.996;8;27984;587664;2/15/2019;0.709027778;Kredi kartı;?27.984;6.3 
523-38-0215;C;Aydın;Normal;Erkek;Ev ve Yasam;?37;1;185;3885;3.06.2019;0.561805556;Kredi kartı;?185;7.8 
490-29-1201;A;Izmir;Normal;Kadın;Spor ve gezi;?1.534;1;767;16107;1.06.2019;0.464583333;Nakit;?767;6.4 
667-92-0055;A;Izmir;Member;Erkek;Saglık ve Guzellik;?9.983;6;29949;628929;3.04.2019;0.626388889;Ecuzdan;?29.949;8.4 
565-17-3836;A;Izmir;Member;Kadın;Saglık ve Guzellik;?4.767;4;9534;200214;3.12.2019;0.597916667;Nakit;?9.534;9.0 
498-41-1961;B;Manisa;Normal;Erkek;Saglık ve Guzellik;?6.668;5;1667;35007;2/20/2019;0.750694444;Nakit;?1.667;7.5 
593-95-4461;C;Aydın;Member;Erkek;Ev ve Yasam;?7.486;1;3743;78603;3/24/2019;0.617361111;Nakit;?3.743;6.8 
226-71-3580;C;Aydın;Normal;Kadın;Spor ve gezi;?2.375;9;106875;2244375;1/31/2019;0.501388889;Nakit;?106.875;9.4 
283-79-9594;B;Manisa;Normal;Kadın;Yiyecek icecek;?4.851;7;169785;3565485;1/25/2019;0.5625;Kredi kartı;?169.785;5.1 
430-60-3493;A;Izmir;Member;Kadın;Ev ve Yasam;?9.488;7;33208;697368;2.03.2019;0.609722222;Nakit;?33.208;4.2 
139-20-0155;B;Manisa;Member;Erkek;Elektronik aksesuar;?403;10;2015;42315;1/24/2019;0.734027778;Kredi kartı;?2.015;0.7 
558-80-4082;C;Aydın;Normal;Erkek;Elektronik aksesuar;?2.785;7;97475;2046975;3/14/2019;0.722222222;Ecuzdan;?97.475;0.6 
278-97-7759;A;Izmir;Member;Kadın;Elektronik aksesuar;?6.248;1;3124;65604;2/18/2019;0.853472222;Nakit;?3.124;4.7 
316-68-6352;A;Izmir;Member;Kadın;Yiyecek icecek;?3.636;2;3636;76356;1/21/2019;0.416666667;Nakit;?3.636;7.0 
585-03-5943;B;Manisa;Normal;Erkek;Saglık ve Guzellik;?1.811;10;9055;190155;3/13/2019;0.490277778;Ecuzdan;?9.055;5.8 
211-05-0490;C;Aydın;Member;Kadın;Elektronik aksesuar;?5.192;5;1298;27258;3.03.2019;0.570833333;Nakit;?1.298;7.4 
727-75-6477;C;Aydın;Normal;Erkek;Elektronik aksesuar;?2.884;4;5768;121128;3/29/2019;0.613888889;Nakit;?5.768;6.3 
744-02-5987;A;Izmir;Member;Erkek;Ev ve Yasam;?7.838;6;23514;493794;1.10.2019;0.594444444;Ecuzdan;?23.514;5.7 
307-83-9164;A;Izmir;Member;Erkek;Ev ve Yasam;?6.001;4;12002;252042;1/25/2019;0.6625;Nakit;?12.002;4.5 
779-06-0012;C;Aydın;Member;Kadın;Ev ve Yasam;?8.861;1;44305;930405;1/19/2019;0.43125;Nakit;?44.305;7.6 
446-47-6729;C;Aydın;Normal;Erkek;Moda aksesuar;?9.982;2;9982;209622;1.02.2019;0.75625;Kredi kartı;?9.982;6.6 
573-10-3877;B;Manisa;Member;Erkek;Saglık ve Guzellik;?3.901;1;19505;409605;3.12.2019;0.698611111;Kredi kartı;?19.505;4.7 
735-06-4124;C;Aydın;Normal;Erkek;Yiyecek icecek;?4.861;1;24305;510405;2/25/2019;0.646527778;Nakit;?24.305;4.4 
439-54-7422;A;Izmir;Normal;Kadın;Elektronik aksesuar;?5.119;4;10238;214998;3/18/2019;0.71875;Kredi kartı;?10.238;4.7 
396-90-2219;B;Manisa;Normal;Kadın;Elektronik aksesuar;?1.496;8;5984;125664;2/23/2019;0.520138889;Nakit;?5.984;8.5 
411-77-0180;A;Izmir;Member;Erkek;Elektronik aksesuar;?722;7;2527;53067;3/26/2019;0.843055556;Ecuzdan;?2.527;4.3 
286-01-5402;A;Izmir;Normal;Kadın;Spor ve gezi;?4.023;7;140805;2956905;3/30/2019;0.556944444;Nakit;?140.805;9.5 
803-17-8013;A;Izmir;Member;Kadın;Ev ve Yasam;?8.879;8;35516;745836;2/17/2019;0.714583333;Nakit;?35.516;4.1 
512-98-1403;A;Izmir;Member;Kadın;Elektronik aksesuar;?2.648;3;3972;83412;3/21/2019;0.444444444;Ecuzdan;?3.972;4.7 
848-42-2560;A;Izmir;Normal;Kadın;Moda aksesuar;?8.191;2;8191;172011;3.05.2019;0.738194444;Nakit;?8.191;7.7 
532-59-7201;B;Manisa;Member;Erkek;Spor ve gezi;?7.993;6;23979;503559;1/31/2019;0.586111111;Nakit;?23.979;5.4 
181-94-6432;C;Aydın;Member;Erkek;Moda aksesuar;?6.933;2;6933;145593;2.05.2019;0.795138889;Ecuzdan;?6.933;9.6 
870-76-1733;A;Izmir;Member;Kadın;Yiyecek icecek;?1.423;5;35575;747075;2.01.2019;0.422222222;Kredi kartı;?35.575;4.4 
423-64-4619;A;Izmir;Member;Kadın;Saglık ve Guzellik;?1.555;9;69975;1469475;3.07.2019;0.55;Nakit;?69.975;0.5 
227-07-4446;C;Aydın;Member;Kadın;Elektronik aksesuar;?7.813;10;39065;820365;2.10.2019;0.86875;Nakit;?39.065;4.4 
174-36-3675;C;Aydın;Member;Erkek;Yiyecek icecek;?9.937;2;9937;208677;2/14/2019;0.728472222;Nakit;?9.937;5.1 
428-83-5800;C;Aydın;Member;Kadın;Yiyecek icecek;?2.108;3;3162;66402;2.09.2019;0.434027778;Nakit;?3.162;7.2 
603-07-0961;C;Aydın;Member;Erkek;Elektronik aksesuar;?7.479;5;186975;3926475;1.10.2019;0.481944444;Nakit;?186.975;4.9 
704-20-4138;C;Aydın;Member;Kadın;Saglık ve Guzellik;?2.967;7;103845;2180745;3.11.2019;0.790277778;Kredi kartı;?103.845;8.0 
787-15-1757;C;Aydın;Member;Erkek;Saglık ve Guzellik;?4.407;4;8814;185094;2/18/2019;0.686111111;Ecuzdan;?8.814;8.3 
649-11-3678;C;Aydın;Normal;Kadın;Yiyecek icecek;?2.293;9;103185;2166885;2/26/2019;0.851388889;Nakit;?103.185;5.4 
622-20-1945;C;Aydın;Normal;Kadın;Saglık ve Guzellik;?3.942;1;1971;41391;1/18/2019;0.630555556;Nakit;?1.971;8.3 
372-94-8041;A;Izmir;Normal;Erkek;Saglık ve Guzellik;?1.526;6;4578;96138;2/15/2019;0.752083333;Ecuzdan;?4.578;9.7 
563-91-7120;A;Izmir;Normal;Kadın;Moda aksesuar;?6.177;5;154425;3242925;3.08.2019;0.55625;Nakit;?154.425;6.6 
746-54-5508;A;Izmir;Normal;Erkek;Ev ve Yasam;?2.152;6;6456;135576;1/17/2019;0.533333333;Kredi kartı;?6.456;9.3 
276-54-0879;B;Manisa;Normal;Erkek;Spor ve gezi;?9.774;4;19548;410508;3.12.2019;0.828472222;Ecuzdan;?19.548;6.3 
815-11-1168;A;Izmir;Member;Erkek;Yiyecek icecek;?9.978;5;24945;523845;3.09.2019;0.797916667;Nakit;?24.945;5.3 
719-76-3868;C;Aydın;Member;Erkek;Yiyecek icecek;?9.426;4;18852;395892;3.12.2019;0.6875;Nakit;?18.852;8.5 
730-61-8757;B;Manisa;Member;Erkek;Saglık ve Guzellik;?5.113;4;10226;214746;1/25/2019;0.424305556;Kredi kartı;?10.226;0.4 
340-66-0321;A;Izmir;Member;Erkek;Elektronik aksesuar;?3.636;4;7272;152712;3/25/2019;0.546527778;Nakit;?7.272;7.5 
868-81-1752;B;Manisa;Normal;Erkek;Ev ve Yasam;?2.202;9;9909;208089;2.07.2019;0.783333333;Nakit;?9.909;6.7 
634-97-8956;A;Izmir;Normal;Erkek;Yiyecek icecek;?329;3;4935;103635;2/17/2019;0.727083333;Kredi kartı;?4.935;9.0 
566-71-1091;A;Izmir;Normal;Erkek;Moda aksesuar;?7.702;5;19255;404355;2.03.2019;0.665972222;Nakit;?19.255;5.4 
442-48-3607;A;Izmir;Member;Erkek;Yiyecek icecek;?2.348;2;2348;49308;3/14/2019;0.472916667;Kredi kartı;?2.348;7.8 
835-16-0096;C;Aydın;Member;Erkek;Spor ve gezi;?147;5;3675;77175;3/24/2019;0.575;Ecuzdan;?3.675;8.4 
527-09-6272;A;Izmir;Member;Kadın;Elektronik aksesuar;?2.845;5;71125;1493625;3/21/2019;0.428472222;Kredi kartı;?71.125;9.0 
898-04-2717;A;Izmir;Normal;Erkek;Moda aksesuar;?764;9;3438;72198;3/19/2019;0.659027778;Ecuzdan;?3.438;7.4 
692-27-8933;B;Manisa;Normal;Kadın;Spor ve gezi;?5.795;6;17385;365085;2/24/2019;0.543055556;Nakit;?17.385;5.1 
633-09-3463;C;Aydın;Normal;Kadın;Elektronik aksesuar;?4.765;3;71475;1500975;3/28/2019;0.540277778;Kredi kartı;?71.475;9.4 
374-17-3652;B;Manisa;Member;Kadın;Yiyecek icecek;?4.282;9;19269;404649;2.05.2019;0.643055556;Kredi kartı;?19.269;8.8 
378-07-7001;B;Manisa;Member;Erkek;Elektronik aksesuar;?4.809;3;72135;1514835;2.10.2019;0.765972222;Kredi kartı;?72.135;7.7 
433-75-6987;B;Manisa;Member;Kadın;Saglık ve Guzellik;?5.597;7;195895;4113795;3.05.2019;0.795833333;Ecuzdan;?195.895;8.8 
873-95-4984;B;Manisa;Member;Kadın;Saglık ve Guzellik;?769;7;26915;565215;2/15/2019;0.847916667;Nakit;?26.915;7.6 
416-13-5917;C;Aydın;Normal;Kadın;Yiyecek icecek;?9.703;5;242575;5094075;1/30/2019;0.683333333;Ecuzdan;?242.575;9.2 
150-89-8043;A;Izmir;Normal;Erkek;Spor ve gezi;?4.465;3;66975;1406475;2/14/2019;0.627777778;Nakit;?66.975;6.1 
135-84-8019;A;Izmir;Normal;Kadın;Moda aksesuar;?7.793;9;350685;7364385;2/27/2019;0.673611111;Ecuzdan;?350.685;7.5 
441-94-7118;A;Izmir;Member;Erkek;Elektronik aksesuar;?7.195;1;35975;755475;2.04.2019;0.509722222;Nakit;?35.975;7.2 
725-96-3778;C;Aydın;Member;Kadın;Ev ve Yasam;?8.925;8;357;7497;1/20/2019;0.425694444;Nakit;?357;4.7 
531-80-1784;A;Izmir;Normal;Erkek;Elektronik aksesuar;?2.602;7;9107;191247;3/28/2019;0.734722222;Nakit;?9.107;5.0 
400-45-1220;B;Manisa;Normal;Kadın;Saglık ve Guzellik;?135;10;675;14175;2/27/2019;0.4625;Kredi kartı;?675;4.8 
860-79-0874;C;Aydın;Member;Kadın;Moda aksesuar;?993;10;4965;104265;2/15/2019;0.620138889;Kredi kartı;?4.965;6.5 
834-61-8124;A;Izmir;Normal;Erkek;Elektronik aksesuar;?5.169;7;180915;3799215;1/26/2019;0.765277778;Nakit;?180.915;5.4 
115-99-4379;B;Manisa;Member;Kadın;Moda aksesuar;?5.473;7;191555;4022655;3/14/2019;0.793055556;Kredi kartı;?191.555;8.4 
565-67-6697;B;Manisa;Member;Erkek;Ev ve Yasam;?27;9;1215;25515;3.02.2019;0.594444444;Nakit;?1.215;4.8 
320-49-6392;C;Aydın;Normal;Kadın;Elektronik aksesuar;?3.024;1;1512;31752;3.04.2019;0.655555556;Nakit;?1.512;8.3 
889-04-9723;B;Manisa;Member;Kadın;Yiyecek icecek;?8.914;4;17828;374388;1.07.2019;0.513888889;Kredi kartı;?17.828;7.7 
632-90-0281;C;Aydın;Normal;Kadın;Moda aksesuar;?3.755;10;18775;394275;3.08.2019;0.834027778;Kredi kartı;?18.775;9.2 
554-42-2417;C;Aydın;Normal;Kadın;Spor ve gezi;?9.544;10;4772;100212;1.09.2019;0.572916667;Nakit;?4.772;5.1 
453-63-6187;B;Manisa;Normal;Erkek;Elektronik aksesuar;?275;3;4125;86625;3.01.2019;0.652777778;Ecuzdan;?4.125;6.4 
578-80-7669;B;Manisa;Normal;Erkek;Spor ve gezi;?7.497;1;37485;787185;3/16/2019;0.706944444;Nakit;?37.485;5.5 
612-36-5536;A;Izmir;Member;Erkek;Yiyecek icecek;?8.096;8;32384;680064;2/17/2019;0.466666667;Kredi kartı;?32.384;7.3 
605-72-4132;C;Aydın;Normal;Kadın;Yiyecek icecek;?9.447;8;37788;793548;2/27/2019;0.633333333;Nakit;?37.788;9.0 
471-41-2823;C;Aydın;Normal;Erkek;Yiyecek icecek;?9.979;2;9979;209559;3.07.2019;0.859027778;Ecuzdan;?9.979;0.8 
462-67-9126;A;Izmir;Normal;Erkek;Ev ve Yasam;?7.322;6;21966;461286;1/21/2019;0.738888889;Nakit;?21.966;7.1 
272-27-9238;C;Aydın;Normal;Kadın;Yiyecek icecek;?4.124;4;8248;173208;2/19/2019;0.682638889;Nakit;?8.248;7.0 
834-25-9262;C;Aydın;Normal;Kadın;Moda aksesuar;?8.168;4;16336;343056;1.06.2019;0.508333333;Nakit;?16.336;9.0 
122-61-9553;C;Aydın;Normal;Kadın;Elektronik aksesuar;?5.132;9;23094;484974;3/14/2019;0.814583333;Nakit;?23.094;5.5 
468-88-0009;A;Izmir;Member;Erkek;Ev ve Yasam;?6.594;4;13188;276948;3/24/2019;0.436805556;Nakit;?13.188;0.6 
613-59-9758;C;Aydın;Normal;Kadın;Spor ve gezi;?1.436;10;718;15078;1/27/2019;0.602777778;Nakit;?718;5.3 
